Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
2697,Russia,7,2018,Malware,Telecommunications,89.79,900723,Insider,Zero-day,Firewall,32,50
2698,France,5,2024,Phishing,IT,49.75,943151,Nation-state,Zero-day,VPN,66,10
2699,USA,10,2019,Malware,Education,1.05,93580,Nation-state,Unpatched Software,VPN,21,24
2700,China,1,2019,Malware,Retail,26.66,303469,Insider,Social Engineering,VPN,60,74
2701,USA,10,2024,Malware,Telecommunications,0.71,28436,Unknown,Unpatched Software,Encryption,66,93
2702,France,5,2015,Phishing,Healthcare,41.92,383484,Unknown,Unpatched Software,VPN,52,1
2703,Germany,4,2017,DDoS,Telecommunications,40.05,27446,Insider,Social Engineering,AI-based Detection,13,18
2704,Japan,9,2020,Phishing,Healthcare,73.13,39276,Nation-state,Unpatched Software,Firewall,29,53
2705,Brazil,8,2024,SQL Injection,IT,33.94,88304,Nation-state,Zero-day,Encryption,41,102
2706,Brazil,8,2019,Malware,Government,4.95,281096,Nation-state,Zero-day,AI-based Detection,2,29
2707,Australia,6,2018,SQL Injection,Banking,50.23,793612,Nation-state,Zero-day,Firewall,12,119
2708,UK,3,2016,Malware,Banking,49.92,848188,Nation-state,Unpatched Software,VPN,12,24
2709,India,2,2016,Man-in-the-Middle,IT,70.24,374767,Unknown,Unpatched Software,Antivirus,67,66
2710,France,5,2019,DDoS,Telecommunications,85.65,835349,Nation-state,Unpatched Software,VPN,8,7
2711,Japan,9,2020,SQL Injection,Banking,64.25,877560,Nation-state,Weak Passwords,Encryption,61,64
2712,Germany,4,2016,Man-in-the-Middle,Government,58.93,249279,Unknown,Weak Passwords,VPN,58,3
2713,Japan,9,2017,Ransomware,Government,9.24,126143,Unknown,Weak Passwords,Antivirus,35,19
2714,France,5,2021,Malware,Government,50.84,7910,Unknown,Unpatched Software,Firewall,19,70
2715,Brazil,8,2020,SQL Injection,Education,85.12,732802,Nation-state,Weak Passwords,Antivirus,62,72
2716,USA,10,2019,DDoS,Telecommunications,12.13,426349,Hacker Group,Unpatched Software,Encryption,44,82
2717,China,1,2019,Man-in-the-Middle,Telecommunications,6.24,739538,Nation-state,Zero-day,Encryption,5,103
2718,UK,3,2016,SQL Injection,Retail,17.98,251689,Nation-state,Social Engineering,Antivirus,1,8
2719,Germany,4,2015,Malware,Education,75.2,461291,Insider,Social Engineering,AI-based Detection,5,61
2720,UK,3,2021,Man-in-the-Middle,Banking,71.88,757595,Insider,Weak Passwords,VPN,40,3
2721,Japan,9,2024,Man-in-the-Middle,Retail,12.62,970866,Hacker Group,Weak Passwords,Firewall,13,116
2722,Brazil,8,2021,Malware,Government,79.56,334916,Nation-state,Weak Passwords,Firewall,35,98
2723,UK,3,2019,Man-in-the-Middle,IT,35.37,384185,Insider,Weak Passwords,Firewall,71,116
2724,Australia,6,2016,Phishing,Education,98.72,6670,Nation-state,Social Engineering,VPN,24,47
2725,France,5,2016,Man-in-the-Middle,IT,62.08,801177,Nation-state,Social Engineering,Encryption,11,73
2726,Russia,7,2016,Ransomware,Banking,28.79,183711,Insider,Zero-day,Encryption,50,88
2727,France,5,2015,Malware,Retail,83.45,573985,Insider,Weak Passwords,AI-based Detection,45,40
2728,Japan,9,2018,DDoS,Healthcare,88.04,675172,Nation-state,Weak Passwords,Antivirus,43,39
2729,Germany,4,2018,DDoS,Government,35.76,716770,Insider,Unpatched Software,Encryption,2,82
2730,Australia,6,2016,DDoS,IT,43.19,825866,Unknown,Weak Passwords,Firewall,23,97
2731,USA,10,2019,Ransomware,Healthcare,92.43,206631,Unknown,Zero-day,AI-based Detection,64,115
2732,Germany,4,2016,Phishing,Banking,40.18,153211,Nation-state,Weak Passwords,Encryption,43,95
2733,Japan,9,2018,SQL Injection,IT,48.91,322255,Nation-state,Zero-day,AI-based Detection,41,111
2734,China,1,2021,Ransomware,Telecommunications,44.84,16106,Nation-state,Weak Passwords,Firewall,29,68
2735,USA,10,2021,Man-in-the-Middle,Education,51.43,640851,Unknown,Zero-day,VPN,11,84
2736,Japan,9,2022,Phishing,Banking,12.42,570853,Unknown,Unpatched Software,Encryption,4,57
2737,USA,10,2023,SQL Injection,Banking,98.91,995462,Unknown,Unpatched Software,Firewall,33,65
2738,Russia,7,2015,Ransomware,Telecommunications,64.68,716832,Hacker Group,Social Engineering,VPN,67,20
2739,USA,10,2015,Malware,Retail,41.34,677462,Unknown,Unpatched Software,AI-based Detection,45,67
2740,France,5,2020,DDoS,IT,52.09,362499,Insider,Unpatched Software,Encryption,4,82
2741,India,2,2023,DDoS,Retail,26.01,274512,Insider,Weak Passwords,AI-based Detection,69,34
2742,Germany,4,2017,Malware,Government,63.97,590555,Nation-state,Social Engineering,AI-based Detection,27,61
2743,Australia,6,2024,Phishing,Telecommunications,42.28,297456,Nation-state,Zero-day,VPN,20,10
2744,Russia,7,2015,Ransomware,Government,2.73,465465,Nation-state,Unpatched Software,Encryption,60,25
2745,India,2,2023,Man-in-the-Middle,IT,58.9,24387,Hacker Group,Unpatched Software,Encryption,29,37
2746,France,5,2020,Man-in-the-Middle,Education,35.12,871001,Nation-state,Zero-day,Antivirus,39,80
2747,Brazil,8,2019,Malware,IT,8.31,989421,Unknown,Zero-day,Firewall,46,50
2748,France,5,2015,Phishing,Retail,84.86,190100,Nation-state,Zero-day,AI-based Detection,69,23
2749,France,5,2018,SQL Injection,IT,63.56,3324,Unknown,Zero-day,Encryption,65,102
2750,UK,3,2024,Malware,Retail,33.24,851177,Insider,Unpatched Software,Encryption,53,93
2751,Russia,7,2015,Malware,Healthcare,35.11,477346,Unknown,Social Engineering,Firewall,8,17
2752,USA,10,2021,Malware,Healthcare,49.73,386686,Insider,Zero-day,AI-based Detection,7,29
2753,Russia,7,2016,DDoS,Banking,87.62,922456,Insider,Zero-day,VPN,67,38
2754,China,1,2021,DDoS,Telecommunications,84.09,954379,Insider,Social Engineering,VPN,59,22
2755,Germany,4,2024,Phishing,Telecommunications,36.34,887186,Insider,Weak Passwords,Antivirus,8,21
2756,India,2,2018,Malware,Education,41.28,197323,Hacker Group,Social Engineering,Antivirus,47,26
2757,India,2,2016,Malware,IT,34.78,294587,Unknown,Social Engineering,AI-based Detection,43,61
2758,UK,3,2022,Man-in-the-Middle,Telecommunications,88.71,191263,Hacker Group,Unpatched Software,Encryption,68,37
2759,France,5,2017,Ransomware,Healthcare,88.79,332214,Nation-state,Social Engineering,Antivirus,16,83
2760,China,1,2024,Man-in-the-Middle,Government,56.26,196531,Hacker Group,Zero-day,Firewall,45,33
2761,Brazil,8,2021,SQL Injection,Banking,4.34,258021,Hacker Group,Unpatched Software,Encryption,46,30
2762,Russia,7,2021,Ransomware,Healthcare,85.65,920121,Unknown,Social Engineering,Antivirus,21,83
2763,Australia,6,2021,SQL Injection,IT,4.52,971908,Unknown,Zero-day,AI-based Detection,16,111
2764,France,5,2017,Ransomware,IT,27.19,760590,Nation-state,Weak Passwords,Encryption,9,120
2765,UK,3,2023,Man-in-the-Middle,Government,45.16,569044,Hacker Group,Social Engineering,Antivirus,27,6
2766,France,5,2021,SQL Injection,Government,2.3,841324,Unknown,Weak Passwords,Encryption,8,64
2767,Japan,9,2022,Malware,Government,71.54,668679,Unknown,Social Engineering,VPN,27,74
2768,India,2,2022,SQL Injection,Banking,27.86,310150,Unknown,Unpatched Software,AI-based Detection,21,11
2769,Germany,4,2016,Man-in-the-Middle,IT,13.21,549414,Unknown,Social Engineering,Encryption,70,73
2770,Australia,6,2015,DDoS,Government,11.89,731839,Unknown,Zero-day,AI-based Detection,14,35
2771,Brazil,8,2023,SQL Injection,Healthcare,76.58,626352,Hacker Group,Social Engineering,Encryption,33,81
2772,India,2,2022,DDoS,Banking,92.23,626017,Unknown,Unpatched Software,Antivirus,1,63
2773,Australia,6,2019,DDoS,Telecommunications,70.7,172782,Unknown,Social Engineering,VPN,2,22
2774,France,5,2021,Ransomware,Government,2.39,665023,Insider,Unpatched Software,Firewall,49,2
2775,Germany,4,2018,Man-in-the-Middle,Banking,89.87,15909,Nation-state,Zero-day,Antivirus,19,80
2776,UK,3,2023,Man-in-the-Middle,Banking,24.28,998547,Unknown,Weak Passwords,Antivirus,46,52
2777,Australia,6,2019,DDoS,IT,58.3,76358,Nation-state,Weak Passwords,Encryption,58,60
2778,Germany,4,2024,Man-in-the-Middle,IT,84.19,89704,Hacker Group,Social Engineering,Antivirus,26,6
2779,Russia,7,2024,Man-in-the-Middle,Education,72.02,191361,Hacker Group,Unpatched Software,AI-based Detection,11,16
2780,Germany,4,2023,Man-in-the-Middle,Government,0.61,200862,Insider,Social Engineering,Encryption,13,73
2781,USA,10,2017,Malware,Government,89.49,4966,Hacker Group,Social Engineering,AI-based Detection,41,61
2782,Japan,9,2018,Phishing,Education,34.06,344674,Unknown,Weak Passwords,Antivirus,19,21
2783,USA,10,2020,Phishing,Government,37.66,449424,Unknown,Unpatched Software,Firewall,3,53
2784,Germany,4,2020,Phishing,Healthcare,69.2,162807,Hacker Group,Unpatched Software,Encryption,4,57
2785,India,2,2024,DDoS,Banking,47.1,21292,Insider,Social Engineering,Antivirus,10,112
2786,Australia,6,2023,Malware,Banking,25.7,993215,Nation-state,Zero-day,AI-based Detection,56,29
2787,Australia,6,2017,DDoS,Banking,16.58,744201,Hacker Group,Zero-day,VPN,7,38
2788,Japan,9,2017,Phishing,Banking,61.33,762300,Nation-state,Social Engineering,VPN,20,47
2789,France,5,2018,DDoS,Government,14.1,764003,Insider,Zero-day,AI-based Detection,43,35
2790,China,1,2019,DDoS,Banking,33.88,761910,Hacker Group,Zero-day,Antivirus,27,79
2791,France,5,2023,Ransomware,IT,87.45,296050,Insider,Weak Passwords,VPN,30,110
2792,France,5,2020,Malware,Government,27.43,82853,Hacker Group,Social Engineering,Encryption,67,76
2793,Japan,9,2022,SQL Injection,Banking,34.03,700439,Insider,Zero-day,Encryption,41,102
2794,Russia,7,2022,SQL Injection,Retail,6.61,351048,Insider,Unpatched Software,VPN,57,99
2795,China,1,2020,Phishing,Retail,17.99,36963,Insider,Zero-day,VPN,54,10
2796,France,5,2021,Ransomware,IT,99.77,533151,Nation-state,Zero-day,Antivirus,43,106
2797,Germany,4,2018,Man-in-the-Middle,Healthcare,61.93,62185,Nation-state,Social Engineering,Encryption,32,73
2798,USA,10,2016,DDoS,Education,48.83,231299,Unknown,Unpatched Software,Encryption,58,82
2799,UK,3,2017,SQL Injection,Retail,47.99,914365,Insider,Weak Passwords,Firewall,52,118
2800,Japan,9,2024,Ransomware,Retail,47.44,696953,Nation-state,Zero-day,Firewall,54,12
2801,Russia,7,2015,Malware,Education,24.47,977607,Hacker Group,Zero-day,AI-based Detection,62,29
2802,Australia,6,2020,Ransomware,Retail,71.03,91228,Hacker Group,Social Engineering,Antivirus,22,83
2803,China,1,2016,Phishing,Government,59.95,417253,Insider,Weak Passwords,VPN,16,32
2804,France,5,2021,Man-in-the-Middle,Government,44.03,60431,Hacker Group,Weak Passwords,AI-based Detection,59,108
2805,Japan,9,2016,Man-in-the-Middle,Healthcare,44.69,567209,Hacker Group,Social Engineering,Antivirus,1,6
2806,France,5,2015,SQL Injection,IT,70.18,596168,Nation-state,Zero-day,Encryption,15,102
2807,Japan,9,2024,Malware,Telecommunications,49.88,437357,Unknown,Weak Passwords,AI-based Detection,56,40
2808,Australia,6,2016,Ransomware,IT,43.88,588421,Nation-state,Unpatched Software,Encryption,72,25
2809,UK,3,2017,Phishing,IT,57.17,477292,Nation-state,Social Engineering,AI-based Detection,18,101
2810,Germany,4,2018,Phishing,Education,16.76,163839,Insider,Social Engineering,Encryption,19,44
2811,UK,3,2024,SQL Injection,IT,65.06,922676,Unknown,Zero-day,VPN,6,36
2812,UK,3,2023,Malware,Education,34.66,941720,Nation-state,Zero-day,Antivirus,71,86
2813,Germany,4,2019,Phishing,Government,49.71,647613,Unknown,Social Engineering,Antivirus,53,105
2814,Australia,6,2016,Ransomware,Telecommunications,27.17,429456,Hacker Group,Social Engineering,VPN,28,20
2815,India,2,2020,Phishing,Government,85.73,340643,Unknown,Zero-day,Firewall,72,48
2816,France,5,2021,Malware,Education,55.66,21833,Hacker Group,Zero-day,Encryption,2,59
2817,Japan,9,2018,Phishing,Education,3.6,598297,Insider,Social Engineering,VPN,49,47
2818,Australia,6,2023,Phishing,Retail,78.28,92925,Insider,Zero-day,VPN,53,10
2819,Germany,4,2020,SQL Injection,Retail,70.09,98500,Hacker Group,Unpatched Software,Antivirus,30,41
2820,Japan,9,2020,SQL Injection,IT,64.56,820070,Hacker Group,Weak Passwords,Encryption,70,64
2821,UK,3,2024,Phishing,Banking,66.65,170892,Unknown,Zero-day,AI-based Detection,47,23
2822,Brazil,8,2024,Ransomware,Healthcare,60.13,887531,Hacker Group,Social Engineering,Encryption,51,109
2823,Australia,6,2024,DDoS,IT,57.81,179507,Insider,Weak Passwords,VPN,8,90
2824,Russia,7,2023,DDoS,Banking,78.71,315219,Unknown,Social Engineering,Antivirus,30,112
2825,USA,10,2016,Phishing,Government,63.35,223827,Insider,Zero-day,Antivirus,21,31
2826,France,5,2016,DDoS,Healthcare,47.01,254371,Unknown,Zero-day,Antivirus,13,79
2827,Japan,9,2023,DDoS,Government,67.59,839088,Unknown,Unpatched Software,VPN,62,7
2828,China,1,2017,DDoS,IT,17.49,394109,Unknown,Unpatched Software,AI-based Detection,37,13
2829,France,5,2019,DDoS,IT,75.84,877224,Unknown,Unpatched Software,Encryption,57,82
2830,Japan,9,2020,Phishing,Telecommunications,91.52,846884,Nation-state,Social Engineering,AI-based Detection,42,101
2831,UK,3,2020,Malware,IT,44.05,100972,Nation-state,Unpatched Software,Antivirus,54,42
2832,UK,3,2017,DDoS,Education,40.18,148447,Insider,Zero-day,AI-based Detection,39,35
2833,France,5,2017,SQL Injection,IT,44.56,698908,Nation-state,Zero-day,Antivirus,32,89
2834,India,2,2022,SQL Injection,Government,53.89,633626,Nation-state,Social Engineering,Antivirus,54,8
2835,Germany,4,2021,Malware,Government,88.01,334748,Unknown,Zero-day,Encryption,5,59
2836,China,1,2023,Phishing,Banking,55.94,383589,Unknown,Weak Passwords,Firewall,7,75
2837,Germany,4,2018,Ransomware,Education,90.48,901880,Unknown,Social Engineering,VPN,16,20
2838,Russia,7,2018,SQL Injection,Education,40.59,598151,Nation-state,Unpatched Software,AI-based Detection,34,11
2839,France,5,2016,DDoS,Banking,77.29,120341,Nation-state,Zero-day,VPN,45,38
2840,Australia,6,2023,Phishing,Government,91.02,305005,Hacker Group,Zero-day,Firewall,71,48
2841,Germany,4,2024,Man-in-the-Middle,Retail,46.41,494622,Hacker Group,Social Engineering,VPN,37,5
2842,Germany,4,2021,SQL Injection,Banking,69.07,264662,Insider,Social Engineering,AI-based Detection,46,28
2843,India,2,2021,SQL Injection,Healthcare,2.3,942089,Insider,Unpatched Software,VPN,39,99
2844,France,5,2016,Man-in-the-Middle,Education,33.45,779870,Nation-state,Zero-day,Firewall,6,33
2845,UK,3,2015,Phishing,IT,15.27,407233,Insider,Unpatched Software,Antivirus,72,55
2846,Russia,7,2019,Malware,Banking,98.59,148622,Nation-state,Weak Passwords,Firewall,6,98
2847,Brazil,8,2023,Ransomware,Healthcare,30.45,480773,Hacker Group,Weak Passwords,Encryption,52,120
2848,UK,3,2023,Malware,IT,22.24,946994,Unknown,Zero-day,VPN,13,92
2849,Japan,9,2015,Malware,Retail,9.75,559143,Nation-state,Social Engineering,VPN,69,74
2850,Brazil,8,2017,Man-in-the-Middle,Education,67.55,287646,Nation-state,Social Engineering,VPN,68,5
2851,China,1,2019,SQL Injection,Retail,26.97,19575,Insider,Zero-day,AI-based Detection,1,111
2852,China,1,2015,Malware,Retail,73.45,701505,Hacker Group,Social Engineering,Antivirus,36,26
2853,China,1,2021,Ransomware,Retail,40.01,998728,Unknown,Weak Passwords,AI-based Detection,68,100
2854,France,5,2021,SQL Injection,Telecommunications,52.67,434504,Unknown,Social Engineering,AI-based Detection,46,28
2855,Australia,6,2021,Ransomware,Retail,61.46,860546,Unknown,Zero-day,AI-based Detection,22,115
2856,Brazil,8,2020,SQL Injection,Education,62.72,827349,Nation-state,Unpatched Software,VPN,68,99
2857,Japan,9,2018,DDoS,IT,2.65,145427,Nation-state,Social Engineering,VPN,28,22
2858,Russia,7,2022,Malware,Government,33.8,613718,Unknown,Unpatched Software,AI-based Detection,60,67
2859,Australia,6,2018,Phishing,IT,61.47,239301,Unknown,Social Engineering,Antivirus,22,105
2860,China,1,2017,Phishing,Education,16.82,848597,Hacker Group,Weak Passwords,AI-based Detection,11,43
2861,Japan,9,2020,Man-in-the-Middle,Banking,73.85,278424,Nation-state,Zero-day,Encryption,9,103
2862,Russia,7,2015,DDoS,Government,97.4,23096,Unknown,Weak Passwords,Firewall,38,97
2863,Russia,7,2022,Phishing,Education,33.49,68371,Nation-state,Unpatched Software,Firewall,57,53
2864,China,1,2023,Ransomware,Healthcare,62.21,534686,Insider,Unpatched Software,AI-based Detection,44,87
2865,China,1,2019,Man-in-the-Middle,Education,75.86,985505,Unknown,Social Engineering,Encryption,26,73
2866,USA,10,2015,DDoS,Banking,98.39,306320,Insider,Unpatched Software,AI-based Detection,41,13
2867,Japan,9,2023,DDoS,Government,17.69,799380,Unknown,Weak Passwords,AI-based Detection,57,34
2868,USA,10,2023,DDoS,IT,55.14,529551,Unknown,Zero-day,VPN,61,38
2869,Australia,6,2024,DDoS,IT,82.49,102295,Unknown,Weak Passwords,VPN,46,90
2870,Australia,6,2022,Phishing,Banking,64.07,800131,Unknown,Zero-day,AI-based Detection,69,23
2871,UK,3,2015,Ransomware,Banking,32,712739,Nation-state,Weak Passwords,Antivirus,17,19
2872,Russia,7,2018,Phishing,Telecommunications,39.15,814119,Hacker Group,Weak Passwords,Firewall,64,75
2873,India,2,2018,SQL Injection,Education,12.44,599905,Nation-state,Social Engineering,VPN,13,96
2874,France,5,2017,DDoS,Healthcare,5.07,65117,Unknown,Social Engineering,Firewall,3,49
2875,USA,10,2023,Phishing,Telecommunications,6.18,591348,Nation-state,Weak Passwords,Encryption,55,95
2876,Japan,9,2023,Phishing,Retail,55.7,53447,Insider,Unpatched Software,AI-based Detection,43,85
2877,Germany,4,2024,Malware,IT,47.13,471379,Unknown,Unpatched Software,AI-based Detection,67,67
2878,Russia,7,2017,SQL Injection,Banking,76.84,883919,Hacker Group,Social Engineering,VPN,8,96
2879,Germany,4,2021,Malware,Telecommunications,78.46,606940,Insider,Social Engineering,AI-based Detection,32,61
2880,India,2,2018,Man-in-the-Middle,Healthcare,56.88,416331,Hacker Group,Unpatched Software,Encryption,62,37
2881,Russia,7,2019,Phishing,Banking,58.38,826778,Insider,Zero-day,AI-based Detection,59,23
2882,China,1,2022,Ransomware,Healthcare,71.36,712697,Insider,Unpatched Software,AI-based Detection,39,87
2883,UK,3,2023,Man-in-the-Middle,Government,48.19,450891,Nation-state,Social Engineering,Encryption,32,73
2884,Russia,7,2016,Phishing,Healthcare,13.91,600700,Hacker Group,Zero-day,Firewall,28,48
2885,Brazil,8,2019,DDoS,Education,44.51,119319,Nation-state,Zero-day,Firewall,9,104
2886,UK,3,2017,Ransomware,Healthcare,55.45,490818,Hacker Group,Unpatched Software,VPN,65,56
2887,Germany,4,2024,Ransomware,Telecommunications,17.92,155170,Insider,Zero-day,VPN,15,91
2888,France,5,2017,Malware,Healthcare,41.37,783899,Hacker Group,Social Engineering,AI-based Detection,29,61
2889,China,1,2020,Malware,Healthcare,24.78,275619,Nation-state,Weak Passwords,Antivirus,4,46
2890,India,2,2024,SQL Injection,IT,8.85,746862,Nation-state,Unpatched Software,Encryption,51,30
2891,India,2,2024,SQL Injection,Government,28.13,244429,Hacker Group,Zero-day,AI-based Detection,8,111
2892,Russia,7,2016,SQL Injection,Government,52.59,287446,Hacker Group,Unpatched Software,Encryption,56,30
2893,France,5,2023,DDoS,Retail,79.86,966469,Nation-state,Social Engineering,Antivirus,43,112
2894,Australia,6,2021,DDoS,IT,47.83,126709,Unknown,Weak Passwords,Antivirus,45,39
2895,Brazil,8,2019,Malware,IT,54.26,883977,Nation-state,Unpatched Software,Antivirus,47,42
2896,Australia,6,2023,SQL Injection,Retail,78.57,805183,Unknown,Weak Passwords,VPN,37,117
2897,Australia,6,2021,Malware,Telecommunications,77.63,434446,Unknown,Social Engineering,Encryption,28,76
2898,France,5,2019,Ransomware,Education,2.27,63872,Nation-state,Unpatched Software,Firewall,55,2
2899,France,5,2022,Ransomware,Education,59,131307,Hacker Group,Weak Passwords,AI-based Detection,46,100
2900,Australia,6,2018,DDoS,Telecommunications,25.07,732072,Hacker Group,Social Engineering,Firewall,35,49
2901,India,2,2016,Ransomware,IT,43.65,340213,Nation-state,Zero-day,Antivirus,15,106
2902,China,1,2021,Phishing,Retail,41.97,617987,Insider,Social Engineering,Antivirus,23,105
2903,India,2,2024,Malware,Government,56.13,629293,Insider,Weak Passwords,VPN,69,114
2904,Russia,7,2019,SQL Injection,Healthcare,92.69,979308,Nation-state,Social Engineering,Firewall,10,58
